"","vector","type","label","units","parent_vector","aggregation","details"
"21","v_CA16_14","Male","1","Number","v_CA16_8","Additive","CA 2016 Census; 100% data; Total - Age; 0 to 14 years; 0 to 4 years; 1"
"22","v_CA16_15","Female","1","Number","v_CA16_9","Additive","CA 2016 Census; 100% data; Total - Age; 0 to 14 years; 0 to 4 years; 1"
"23","v_CA16_16","Total","2","Number","v_CA16_7","Additive","CA 2016 Census; 100% data; Total - Age; 0 to 14 years; 0 to 4 years; 2"
"24","v_CA16_17","Male","2","Number","v_CA16_8","Additive","CA 2016 Census; 100% data; Total - Age; 0 to 14 years; 0 to 4 years; 2"
"25","v_CA16_18","Female","2","Number","v_CA16_9","Additive","CA 2016 Census; 100% data; Total - Age; 0 to 14 years; 0 to 4 years; 2"
"26","v_CA16_19","Total","3","Number","v_CA16_7","Additive","CA 2016 Census; 100% data; Total - Age; 0 to 14 years; 0 to 4 years; 3"
"27","v_CA16_20","Male","3","Number","v_CA16_8","Additive","CA 2016 Census; 100% data; Total - Age; 0 to 14 years; 0 to 4 years; 3"
"28","v_CA16_21","Female","3","Number","v_CA16_9","Additive","CA 2016 Census; 100% data; Total - Age; 0 to 14 years; 0 to 4 years; 3"
"29","v_CA16_22","Total","4","Number","v_CA16_7","Additive","CA 2016 Census; 100% data; Total - Age; 0 to 14 years; 0 to 4 years; 4"
"30","v_CA16_23","Male","4","Number","v_CA16_8","Additive","CA 2016 Census; 100% data; Total - Age; 0 to 14 years; 0 to 4 years; 4"
"31","v_CA16_24","Female","4","Number","v_CA16_9","Additive","CA 2016 Census; 100% data; Total - Age; 0 to 14 years; 0 to 4 years; 4"
"32","v_CA16_25","Total","5 to 9 years","Number","v_CA16_4","Additive","CA 2016 Census; 100% data; Total - Age; 0 to 14 years; 5 to 9 years"
"33","v_CA16_26","Male","5 to 9 years","Number","v_CA16_5","Additive","CA 2016 Census; 100% data; Total - Age; 0 to 14 years; 5 to 9 years"
"34","v_CA16_27","Female","5 to 9 years","Number","v_CA16_6","Additive","CA 2016 Census; 100% data; Total - Age; 0 to 14 years; 5 to 9 years"
"35","v_CA16_28","Total","5","Number","v_CA16_25","Additive","CA 2016 Census; 100% data; Total - Age; 0 to 14 years; 5 to 9 years; 5"
"36","v_CA16_29","Male","5","Number","v_CA16_26","Additive","CA 2016 Census; 100% data; Total - Age; 0 to 14 years; 5 to 9 years; 5"
"37","v_CA16_30","Female","5","Number","v_CA16_27","Additive","CA 2016 Census; 100% data; Total - Age; 0 to 14 years; 5 to 9 years; 5"
"38","v_CA16_31","Total","6","Number","v_CA16_25","Additive","CA 2016 Census; 100% data; Total - Age; 0 to 14 years; 5 to 9 years; 6"
"39","v_CA16_32","Male","6","Number","v_CA16_26","Additive","CA 2016 Census; 100% data; Total - Age; 0 to 14 years; 5 to 9 years; 6"
"40","v_CA16_33","Female","6","Number","v_CA16_27","Additive","CA 2016 Census; 100% data; Total - Age; 0 to 14 years; 5 to 9 years; 6"
"41","v_CA16_34","Total","7","Number","v_CA16_25","Additive","CA 2016 Census; 100% data; Total - Age; 0 to 14 years; 5 to 9 years; 7"
"42","v_CA16_35","Male","7","Number","v_CA16_26","Additive","CA 2016 Census; 100% data; Total - Age; 0 to 14 years; 5 to 9 years; 7"
"43","v_CA16_36","Female","7","Number","v_CA16_27","Additive","CA 2016 Census; 100% data; Total - Age; 0 to 14 years; 5 to 9 years; 7"
"44","v_CA16_37","Total","8","Number","v_CA16_25","Additive","CA 2016 Census; 100% data; Total - Age; 0 to 14 years; 5 to 9 years; 8"
"45","v_CA16_38","Male","8","Number","v_CA16_26","Additive","CA 2016 Census; 100% data; Total - Age; 0 to 14 years; 5 to 9 years; 8"
"46","v_CA16_39","Female","8","Number","v_CA16_27","Additive","CA 2016 Census; 100% data; Total - Age; 0 to 14 years; 5 to 9 years; 8"
"47","v_CA16_40","Total","9","Number","v_CA16_25","Additive","CA 2016 Census; 100% data; Total - Age; 0 to 14 years; 5 to 9 years; 9"
"48","v_CA16_41","Male","9","Number","v_CA16_26","Additive","CA 2016 Census; 100% data; Total - Age; 0 to 14 years; 5 to 9 years; 9"
"49","v_CA16_42","Female","9","Number","v_CA16_27","Additive","CA 2016 Census; 100% data; Total - Age; 0 to 14 years; 5 to 9 years; 9"
"50","v_CA16_43","Total","10 to 14 years","Number","v_CA16_4","Additive","CA 2016 Census; 100% data; Total - Age; 0 to 14 years; 10 to 14 years"
"51","v_CA16_44","Male","10 to 14 years","Number","v_CA16_5","Additive","CA 2016 Census; 100% data; Total - Age; 0 to 14 years; 10 to 14 years"
"52","v_CA16_45","Female","10 to 14 years","Number","v_CA16_6","Additive","CA 2016 Census; 100% data; Total - Age; 0 to 14 years; 10 to 14 years"
"53","v_CA16_46","Total","10","Number","v_CA16_43","Additive","CA 2016 Census; 100% data; Total - Age; 0 to 14 years; 10 to 14 years; 10"
"54","v_CA16_47","Male","10","Number","v_CA16_44","Additive","CA 2016 Census; 100% data; Total - Age; 0 to 14 years; 10 to 14 years; 10"
"55","v_CA16_48","Female","10","Number","v_CA16_45","Additive","CA 2016 Census; 100% data; Total - Age; 0 to 14 years; 10 to 14 years; 10"
"56","v_CA16_49","Total","11","Number","v_CA16_43","Additive","CA 2016 Census; 100% data; Total - Age; 0 to 14 years; 10 to 14 years; 11"
"57","v_CA16_50","Male","11","Number","v_CA16_44","Additive","CA 2016 Census; 100% data; Total - Age; 0 to 14 years; 10 to 14 years; 11"
"58","v_CA16_51","Female","11","Number","v_CA16_45","Additive","CA 2016 Census; 100% data; Total - Age; 0 to 14 years; 10 to 14 years; 11"
"59","v_CA16_52","Total","12","Number","v_CA16_43","Additive","CA 2016 Census; 100% data; Total - Age; 0 to 14 years; 10 to 14 years; 12"
"60","v_CA16_53","Male","12","Number","v_CA16_44","Additive","CA 2016 Census; 100% data; Total - Age; 0 to 14 years; 10 to 14 years; 12"
"61","v_CA16_54","Female","12","Number","v_CA16_45","Additive","CA 2016 Census; 100% data; Total - Age; 0 to 14 years; 10 to 14 years; 12"
"62","v_CA16_55","Total","13","Number","v_CA16_43","Additive","CA 2016 Census; 100% data; Total - Age; 0 to 14 years; 10 to 14 years; 13"
"63","v_CA16_56","Male","13","Number","v_CA16_44","Additive","CA 2016 Census; 100% data; Total - Age; 0 to 14 years; 10 to 14 years; 13"
"64","v_CA16_57","Female","13","Number","v_CA16_45","Additive","CA 2016 Census; 100% data; Total - Age; 0 to 14 years; 10 to 14 years; 13"
"65","v_CA16_58","Total","14","Number","v_CA16_43","Additive","CA 2016 Census; 100% data; Total - Age; 0 to 14 years; 10 to 14 years; 14"
"66","v_CA16_59","Male","14","Number","v_CA16_44","Additive","CA 2016 Census; 100% data; Total - Age; 0 to 14 years; 10 to 14 years; 14"
"67","v_CA16_60","Female","14","Number","v_CA16_45","Additive","CA 2016 Census; 100% data; Total - Age; 0 to 14 years; 10 to 14 years; 14"
"68","v_CA16_61","Total","15 to 64 years","Number","v_CA16_1","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years"
"69","v_CA16_62","Male","15 to 64 years","Number","v_CA16_2","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years"
"70","v_CA16_63","Female","15 to 64 years","Number","v_CA16_3","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years"
"71","v_CA16_64","Total","15 to 19 years","Number","v_CA16_61","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 15 to 19 years"
"72","v_CA16_65","Male","15 to 19 years","Number","v_CA16_62","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 15 to 19 years"
"73","v_CA16_66","Female","15 to 19 years","Number","v_CA16_63","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 15 to 19 years"
"74","v_CA16_67","Total","15","Number","v_CA16_64","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 15 to 19 years; 15"
"75","v_CA16_68","Male","15","Number","v_CA16_65","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 15 to 19 years; 15"
"76","v_CA16_69","Female","15","Number","v_CA16_66","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 15 to 19 years; 15"
"77","v_CA16_70","Total","16","Number","v_CA16_64","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 15 to 19 years; 16"
"78","v_CA16_71","Male","16","Number","v_CA16_65","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 15 to 19 years; 16"
"79","v_CA16_72","Female","16","Number","v_CA16_66","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 15 to 19 years; 16"
"80","v_CA16_73","Total","17","Number","v_CA16_64","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 15 to 19 years; 17"
"81","v_CA16_74","Male","17","Number","v_CA16_65","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 15 to 19 years; 17"
"82","v_CA16_75","Female","17","Number","v_CA16_66","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 15 to 19 years; 17"
"83","v_CA16_76","Total","18","Number","v_CA16_64","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 15 to 19 years; 18"
"84","v_CA16_77","Male","18","Number","v_CA16_65","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 15 to 19 years; 18"
"85","v_CA16_78","Female","18","Number","v_CA16_66","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 15 to 19 years; 18"
"86","v_CA16_79","Total","19","Number","v_CA16_64","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 15 to 19 years; 19"
"87","v_CA16_80","Male","19","Number","v_CA16_65","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 15 to 19 years; 19"
"88","v_CA16_81","Female","19","Number","v_CA16_66","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 15 to 19 years; 19"
"89","v_CA16_82","Total","20 to 24 years","Number","v_CA16_61","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 20 to 24 years"
"90","v_CA16_83","Male","20 to 24 years","Number","v_CA16_62","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 20 to 24 years"
"91","v_CA16_84","Female","20 to 24 years","Number","v_CA16_63","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 20 to 24 years"
"92","v_CA16_85","Total","20","Number","v_CA16_82","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 20 to 24 years; 20"
"93","v_CA16_86","Male","20","Number","v_CA16_83","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 20 to 24 years; 20"
"94","v_CA16_87","Female","20","Number","v_CA16_84","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 20 to 24 years; 20"
"95","v_CA16_88","Total","21","Number","v_CA16_82","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 20 to 24 years; 21"
"96","v_CA16_89","Male","21","Number","v_CA16_83","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 20 to 24 years; 21"
"97","v_CA16_90","Female","21","Number","v_CA16_84","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 20 to 24 years; 21"
"98","v_CA16_91","Total","22","Number","v_CA16_82","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 20 to 24 years; 22"
"99","v_CA16_92","Male","22","Number","v_CA16_83","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 20 to 24 years; 22"
"100","v_CA16_93","Female","22","Number","v_CA16_84","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 20 to 24 years; 22"
"101","v_CA16_94","Total","23","Number","v_CA16_82","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 20 to 24 years; 23"
"102","v_CA16_95","Male","23","Number","v_CA16_83","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 20 to 24 years; 23"
"103","v_CA16_96","Female","23","Number","v_CA16_84","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 20 to 24 years; 23"
"104","v_CA16_97","Total","24","Number","v_CA16_82","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 20 to 24 years; 24"
"105","v_CA16_98","Male","24","Number","v_CA16_83","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 20 to 24 years; 24"
"106","v_CA16_99","Female","24","Number","v_CA16_84","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 20 to 24 years; 24"
"107","v_CA16_100","Total","25 to 29 years","Number","v_CA16_61","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 25 to 29 years"
"108","v_CA16_101","Male","25 to 29 years","Number","v_CA16_62","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 25 to 29 years"
"109","v_CA16_102","Female","25 to 29 years","Number","v_CA16_63","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 25 to 29 years"
"110","v_CA16_103","Total","25","Number","v_CA16_100","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 25 to 29 years; 25"
"111","v_CA16_104","Male","25","Number","v_CA16_101","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 25 to 29 years; 25"
"112","v_CA16_105","Female","25","Number","v_CA16_102","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 25 to 29 years; 25"
"113","v_CA16_106","Total","26","Number","v_CA16_100","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 25 to 29 years; 26"
"114","v_CA16_107","Male","26","Number","v_CA16_101","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 25 to 29 years; 26"
"115","v_CA16_108","Female","26","Number","v_CA16_102","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 25 to 29 years; 26"
"116","v_CA16_109","Total","27","Number","v_CA16_100","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 25 to 29 years; 27"
"117","v_CA16_110","Male","27","Number","v_CA16_101","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 25 to 29 years; 27"
"118","v_CA16_111","Female","27","Number","v_CA16_102","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 25 to 29 years; 27"
"119","v_CA16_112","Total","28","Number","v_CA16_100","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 25 to 29 years; 28"
"120","v_CA16_113","Male","28","Number","v_CA16_101","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 25 to 29 years; 28"
"121","v_CA16_114","Female","28","Number","v_CA16_102","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 25 to 29 years; 28"
"122","v_CA16_115","Total","29","Number","v_CA16_100","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 25 to 29 years; 29"
"123","v_CA16_116","Male","29","Number","v_CA16_101","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 25 to 29 years; 29"
"124","v_CA16_117","Female","29","Number","v_CA16_102","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 25 to 29 years; 29"
"125","v_CA16_118","Total","30 to 34 years","Number","v_CA16_61","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 30 to 34 years"
"126","v_CA16_119","Male","30 to 34 years","Number","v_CA16_62","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 30 to 34 years"
"127","v_CA16_120","Female","30 to 34 years","Number","v_CA16_63","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 30 to 34 years"
"128","v_CA16_121","Total","30","Number","v_CA16_118","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 30 to 34 years; 30"
"129","v_CA16_122","Male","30","Number","v_CA16_119","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 30 to 34 years; 30"
"130","v_CA16_123","Female","30","Number","v_CA16_120","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 30 to 34 years; 30"
"131","v_CA16_124","Total","31","Number","v_CA16_118","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 30 to 34 years; 31"
"132","v_CA16_125","Male","31","Number","v_CA16_119","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 30 to 34 years; 31"
"133","v_CA16_126","Female","31","Number","v_CA16_120","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 30 to 34 years; 31"
"134","v_CA16_127","Total","32","Number","v_CA16_118","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 30 to 34 years; 32"
"135","v_CA16_128","Male","32","Number","v_CA16_119","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 30 to 34 years; 32"
"136","v_CA16_129","Female","32","Number","v_CA16_120","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 30 to 34 years; 32"
"137","v_CA16_130","Total","33","Number","v_CA16_118","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 30 to 34 years; 33"
"138","v_CA16_131","Male","33","Number","v_CA16_119","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 30 to 34 years; 33"
"139","v_CA16_132","Female","33","Number","v_CA16_120","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 30 to 34 years; 33"
"140","v_CA16_133","Total","34","Number","v_CA16_118","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 30 to 34 years; 34"
"141","v_CA16_134","Male","34","Number","v_CA16_119","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 30 to 34 years; 34"
"142","v_CA16_135","Female","34","Number","v_CA16_120","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 30 to 34 years; 34"
"143","v_CA16_136","Total","35 to 39 years","Number","v_CA16_61","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 35 to 39 years"
"144","v_CA16_137","Male","35 to 39 years","Number","v_CA16_62","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 35 to 39 years"
"145","v_CA16_138","Female","35 to 39 years","Number","v_CA16_63","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 35 to 39 years"
"146","v_CA16_139","Total","35","Number","v_CA16_136","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 35 to 39 years; 35"
"147","v_CA16_140","Male","35","Number","v_CA16_137","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 35 to 39 years; 35"
"148","v_CA16_141","Female","35","Number","v_CA16_138","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 35 to 39 years; 35"
"149","v_CA16_142","Total","36","Number","v_CA16_136","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 35 to 39 years; 36"
"150","v_CA16_143","Male","36","Number","v_CA16_137","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 35 to 39 years; 36"
"151","v_CA16_144","Female","36","Number","v_CA16_138","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 35 to 39 years; 36"
"152","v_CA16_145","Total","37","Number","v_CA16_136","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 35 to 39 years; 37"
"153","v_CA16_146","Male","37","Number","v_CA16_137","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 35 to 39 years; 37"
"154","v_CA16_147","Female","37","Number","v_CA16_138","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 35 to 39 years; 37"
"155","v_CA16_148","Total","38","Number","v_CA16_136","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 35 to 39 years; 38"
"156","v_CA16_149","Male","38","Number","v_CA16_137","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 35 to 39 years; 38"
"157","v_CA16_150","Female","38","Number","v_CA16_138","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 35 to 39 years; 38"
"158","v_CA16_151","Total","39","Number","v_CA16_136","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 35 to 39 years; 39"
"159","v_CA16_152","Male","39","Number","v_CA16_137","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 35 to 39 years; 39"
"160","v_CA16_153","Female","39","Number","v_CA16_138","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 35 to 39 years; 39"
"161","v_CA16_154","Total","40 to 44 years","Number","v_CA16_61","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 40 to 44 years"
"162","v_CA16_155","Male","40 to 44 years","Number","v_CA16_62","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 40 to 44 years"
"163","v_CA16_156","Female","40 to 44 years","Number","v_CA16_63","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 40 to 44 years"
"164","v_CA16_157","Total","40","Number","v_CA16_154","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 40 to 44 years; 40"
"165","v_CA16_158","Male","40","Number","v_CA16_155","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 40 to 44 years; 40"
"166","v_CA16_159","Female","40","Number","v_CA16_156","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 40 to 44 years; 40"
"167","v_CA16_160","Total","41","Number","v_CA16_154","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 40 to 44 years; 41"
"168","v_CA16_161","Male","41","Number","v_CA16_155","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 40 to 44 years; 41"
"169","v_CA16_162","Female","41","Number","v_CA16_156","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 40 to 44 years; 41"
"170","v_CA16_163","Total","42","Number","v_CA16_154","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 40 to 44 years; 42"
"171","v_CA16_164","Male","42","Number","v_CA16_155","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 40 to 44 years; 42"
"172","v_CA16_165","Female","42","Number","v_CA16_156","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 40 to 44 years; 42"
"173","v_CA16_166","Total","43","Number","v_CA16_154","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 40 to 44 years; 43"
"174","v_CA16_167","Male","43","Number","v_CA16_155","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 40 to 44 years; 43"
"175","v_CA16_168","Female","43","Number","v_CA16_156","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 40 to 44 years; 43"
"176","v_CA16_169","Total","44","Number","v_CA16_154","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 40 to 44 years; 44"
"177","v_CA16_170","Male","44","Number","v_CA16_155","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 40 to 44 years; 44"
"178","v_CA16_171","Female","44","Number","v_CA16_156","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 40 to 44 years; 44"
"179","v_CA16_172","Total","45 to 49 years","Number","v_CA16_61","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 45 to 49 years"
"180","v_CA16_173","Male","45 to 49 years","Number","v_CA16_62","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 45 to 49 years"
"181","v_CA16_174","Female","45 to 49 years","Number","v_CA16_63","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 45 to 49 years"
"182","v_CA16_175","Total","45","Number","v_CA16_172","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 45 to 49 years; 45"
"183","v_CA16_176","Male","45","Number","v_CA16_173","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 45 to 49 years; 45"
"184","v_CA16_177","Female","45","Number","v_CA16_174","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 45 to 49 years; 45"
"185","v_CA16_178","Total","46","Number","v_CA16_172","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 45 to 49 years; 46"
"186","v_CA16_179","Male","46","Number","v_CA16_173","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 45 to 49 years; 46"
"187","v_CA16_180","Female","46","Number","v_CA16_174","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 45 to 49 years; 46"
"188","v_CA16_181","Total","47","Number","v_CA16_172","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 45 to 49 years; 47"
"189","v_CA16_182","Male","47","Number","v_CA16_173","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 45 to 49 years; 47"
"190","v_CA16_183","Female","47","Number","v_CA16_174","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 45 to 49 years; 47"
"191","v_CA16_184","Total","48","Number","v_CA16_172","Additive","CA 2016 Census; 100% data; Total - Age; 15 to 64 years; 45 to 49 years; 48"
