"","vector","type","label","units","parent_vector","aggregation","details"
"17","v_CA06_17","Total","65 to 69 years","Number","v_CA06_3","Additive","Census 2006; 100% data; Population; Total population by sex and age groups; Male, total; 65 to 69 years"
"18","v_CA06_18","Total","70 to 74 years","Number","v_CA06_3","Additive","Census 2006; 100% data; Population; Total population by sex and age groups; Male, total; 70 to 74 years"
"19","v_CA06_19","Total","75 to 79 years","Number","v_CA06_3","Additive","Census 2006; 100% data; Population; Total population by sex and age groups; Male, total; 75 to 79 years"
"20","v_CA06_20","Total","80 to 84 years","Number","v_CA06_3","Additive","Census 2006; 100% data; Population; Total population by sex and age groups; Male, total; 80 to 84 years"
"21","v_CA06_21","Total","85 years and over","Number","v_CA06_3","Additive","Census 2006; 100% data; Population; Total population by sex and age groups; Male, total; 85 years and over"
"22","v_CA06_22","Total","Female, total","Number","v_CA06_2","Additive","Census 2006; 100% data; Population; Total population by sex and age groups; Female, total"
"23","v_CA06_23","Total","0 to 4 years","Number","v_CA06_22","Additive","Census 2006; 100% data; Population; Total population by sex and age groups; Female, total; 0 to 4 years"
"24","v_CA06_24","Total","5 to 9 years","Number","v_CA06_22","Additive","Census 2006; 100% data; Population; Total population by sex and age groups; Female, total; 5 to 9 years"
"25","v_CA06_25","Total","10 to 14 years","Number","v_CA06_22","Additive","Census 2006; 100% data; Population; Total population by sex and age groups; Female, total; 10 to 14 years"
"26","v_CA06_26","Total","15 to 19 years","Number","v_CA06_22","Additive","Census 2006; 100% data; Population; Total population by sex and age groups; Female, total; 15 to 19 years"
"27","v_CA06_27","Total","20 to 24 years","Number","v_CA06_22","Additive","Census 2006; 100% data; Population; Total population by sex and age groups; Female, total; 20 to 24 years"
"28","v_CA06_28","Total","25 to 29 years","Number","v_CA06_22","Additive","Census 2006; 100% data; Population; Total population by sex and age groups; Female, total; 25 to 29 years"
"29","v_CA06_29","Total","30 to 34 years","Number","v_CA06_22","Additive","Census 2006; 100% data; Population; Total population by sex and age groups; Female, total; 30 to 34 years"
"30","v_CA06_30","Total","35 to 39 years","Number","v_CA06_22","Additive","Census 2006; 100% data; Population; Total population by sex and age groups; Female, total; 35 to 39 years"
"31","v_CA06_31","Total","40 to 44 years","Number","v_CA06_22","Additive","Census 2006; 100% data; Population; Total population by sex and age groups; Female, total; 40 to 44 years"
"32","v_CA06_32","Total","45 to 49 years","Number","v_CA06_22","Additive","Census 2006; 100% data; Population; Total population by sex and age groups; Female, total; 45 to 49 years"
"33","v_CA06_33","Total","50 to 54 years","Number","v_CA06_22","Additive","Census 2006; 100% data; Population; Total population by sex and age groups; Female, total; 50 to 54 years"
"34","v_CA06_34","Total","55 to 59 years","Number","v_CA06_22","Additive","Census 2006; 100% data; Population; Total population by sex and age groups; Female, total; 55 to 59 years"
"35","v_CA06_35","Total","60 to 64 years","Number","v_CA06_22","Additive","Census 2006; 100% data; Population; Total population by sex and age groups; Female, total; 60 to 64 years"
"36","v_CA06_36","Total","65 to 69 years","Number","v_CA06_22","Additive","Census 2006; 100% data; Population; Total population by sex and age groups; Female, total; 65 to 69 years"
"37","v_CA06_37","Total","70 to 74 years","Number","v_CA06_22","Additive","Census 2006; 100% data; Population; Total population by sex and age groups; Female, total; 70 to 74 years"
"38","v_CA06_38","Total","75 to 79 years","Number","v_CA06_22","Additive","Census 2006; 100% data; Population; Total population by sex and age groups; Female, total; 75 to 79 years"
"39","v_CA06_39","Total","80 to 84 years","Number","v_CA06_22","Additive","Census 2006; 100% data; Population; Total population by sex and age groups; Female, total; 80 to 84 years"
"40","v_CA06_40","Total","85 years and over","Number","v_CA06_22","Additive","Census 2006; 100% data; Population; Total population by sex and age groups; Female, total; 85 years and over"
"41","v_CA06_41","Total","Total population 15 years and over by legal marital status","Number",NA,"Additive","Census 2006; 100% data; Relationship; Total population 15 years and over by legal marital status"
"42","v_CA06_42","Total","Never legally married (single)","Number","v_CA06_41","Additive","Census 2006; 100% data; Relationship; Total population 15 years and over by legal marital status; Never legally married (single)"
"43","v_CA06_43","Total","Legally married (and not separated)","Number","v_CA06_41","Additive","Census 2006; 100% data; Relationship; Total population 15 years and over by legal marital status; Legally married (and not separated)"
"44","v_CA06_44","Total","Separated, but still legally married","Number","v_CA06_41","Additive","Census 2006; 100% data; Relationship; Total population 15 years and over by legal marital status; Separated, but still legally married"
"45","v_CA06_45","Total","Divorced","Number","v_CA06_41","Additive","Census 2006; 100% data; Relationship; Total population 15 years and over by legal marital status; Divorced"
"46","v_CA06_46","Total","Widowed","Number","v_CA06_41","Additive","Census 2006; 100% data; Relationship; Total population 15 years and over by legal marital status; Widowed"
"47","v_CA06_47","Total","Total population 15 years and over by common-law status","Number",NA,"Additive","Census 2006; 100% data; Relationship; Total population 15 years and over by common-law status"
"48","v_CA06_48","Total","Not in a common-law relationship","Number","v_CA06_47","Additive","Census 2006; 100% data; Relationship; Total population 15 years and over by common-law status; Not in a common-law relationship"
"49","v_CA06_49","Total","In a common-law relationship","Number","v_CA06_47","Additive","Census 2006; 100% data; Relationship; Total population 15 years and over by common-law status; In a common-law relationship"
"50","v_CA06_119","Total","Total number of occupied private dwellings by structural type of dwelling","Number",NA,"Additive","Census 2006; 100% data; Total number of occupied private dwellings by structural type of dwelling"
"51","v_CA06_120","Total","Single-detached house","Number","v_CA06_119","Additive","Census 2006; 100% data; Total number of occupied private dwellings by structural type of dwelling; Single-detached house"
"52","v_CA06_121","Total","Semi-detached house","Number","v_CA06_119","Additive","Census 2006; 100% data; Total number of occupied private dwellings by structural type of dwelling; Semi-detached house"
"53","v_CA06_122","Total","Row house","Number","v_CA06_119","Additive","Census 2006; 100% data; Total number of occupied private dwellings by structural type of dwelling; Row house"
"54","v_CA06_123","Total","Apartment, duplex","Number","v_CA06_119","Additive","Census 2006; 100% data; Total number of occupied private dwellings by structural type of dwelling; Apartment, duplex"
"55","v_CA06_124","Total","Apartment, building that has five or more storeys","Number","v_CA06_119","Additive","Census 2006; 100% data; Total number of occupied private dwellings by structural type of dwelling; Apartment, building that has five or more storeys"
"56","v_CA06_125","Total","Apartment, building that has fewer than five storeys","Number","v_CA06_119","Additive","Census 2006; 100% data; Total number of occupied private dwellings by structural type of dwelling; Apartment, building that has fewer than five storeys"
"57","v_CA06_126","Total","Other single-attached house","Number","v_CA06_119","Additive","Census 2006; 100% data; Total number of occupied private dwellings by structural type of dwelling; Other single-attached house"
"58","v_CA06_127","Total","Movable dwelling","Number","v_CA06_119","Additive","Census 2006; 100% data; Total number of occupied private dwellings by structural type of dwelling; Movable dwelling"
"59","v_CA06_128","Total","Total number of private households by household size","Number",NA,"Additive","Census 2006; 100% data; Households; Total number of private households by household size"
"60","v_CA06_129","Total","1 person","Number","v_CA06_128","Additive","Census 2006; 100% data; Households; Total number of private households by household size; 1 person"
"61","v_CA06_130","Total","2 persons","Number","v_CA06_128","Additive","Census 2006; 100% data; Households; Total number of private households by household size; 2 persons"
"62","v_CA06_131","Total","3 persons","Number","v_CA06_128","Additive","Census 2006; 100% data; Households; Total number of private households by household size; 3 persons"
"63","v_CA06_132","Total","4 to 5 persons","Number","v_CA06_128","Additive","Census 2006; 100% data; Households; Total number of private households by household size; 4 to 5 persons"
"64","v_CA06_133","Total","6 or more persons","Number","v_CA06_128","Additive","Census 2006; 100% data; Households; Total number of private households by household size; 6 or more persons"
"65","v_CA06_134","Total","Number of persons in private households","Number",NA,"Additive","Census 2006; 100% data; Households; Number of persons in private households"
"66","v_CA06_135","Total","Average number of persons in private households","Ratio",NA,"Average of v_CA06_135","Census 2006; 100% data; Households; Average number of persons in private households"
"67","v_CA06_50","Total","Total number of census families in private households","Number",NA,"Additive","Census 2006; 20% data; Families and Households; Census Families; Total number of census families in private households"
"68","v_CA06_51","Total","Size of census family: 2 persons","Number","v_CA06_50","Additive","Census 2006; 20% data; Families and Households; Census Families; Total number of census families in private households; Size of census family: 2 persons"
"69","v_CA06_52","Total","Size of census family: 3 persons","Number","v_CA06_50","Additive","Census 2006; 20% data; Families and Households; Census Families; Total number of census families in private households; Size of census family: 3 persons"
"70","v_CA06_53","Total","Size of census family: 4 persons","Number","v_CA06_50","Additive","Census 2006; 20% data; Families and Households; Census Families; Total number of census families in private households; Size of census family: 4 persons"
"71","v_CA06_54","Total","Size of census family: 5 or more persons","Number","v_CA06_50","Additive","Census 2006; 20% data; Families and Households; Census Families; Total number of census families in private households; Size of census family: 5 or more persons"
"72","v_CA06_55","Total","Total number of census families in private households","Number",NA,"Additive","Census 2006; 20% data; Families and Households; Census Families; Total number of census families in private households"
"73","v_CA06_56","Total","Total couple families by family structure and number of children","Number","v_CA06_55","Additive","Census 2006; 20% data; Families and Households; Census Families; Total number of census families in private households; Total couple families by family structure and number of children"
"74","v_CA06_57","Total","Married couples","Number","v_CA06_56","Additive","Census 2006; 20% data; Families and Households; Census Families; Total number of census families in private households; Total couple families by family structure and number of children; Married couples"
"75","v_CA06_58","Total","Without children at home","Number","v_CA06_57","Additive","Census 2006; 20% data; Families and Households; Census Families; Total number of census families in private households; Total couple families by family structure and number of children; Married couples; Without children at home"
"76","v_CA06_59","Total","With children at home","Number","v_CA06_57","Additive","Census 2006; 20% data; Families and Households; Census Families; Total number of census families in private households; Total couple families by family structure and number of children; Married couples; With children at home"
"77","v_CA06_60","Total","1 child","Number","v_CA06_59","Additive","Census 2006; 20% data; Families and Households; Census Families; Total number of census families in private households; Total couple families by family structure and number of children; Married couples; With children at home; 1 child"
"78","v_CA06_61","Total","2 children","Number","v_CA06_59","Additive","Census 2006; 20% data; Families and Households; Census Families; Total number of census families in private households; Total couple families by family structure and number of children; Married couples; With children at home; 2 children"
"79","v_CA06_62","Total","3 or more children","Number","v_CA06_59","Additive","Census 2006; 20% data; Families and Households; Census Families; Total number of census families in private households; Total couple families by family structure and number of children; Married couples; With children at home; 3 or more children"
"80","v_CA06_63","Total","Common-law couples","Number","v_CA06_56","Additive","Census 2006; 20% data; Families and Households; Census Families; Total number of census families in private households; Total couple families by family structure and number of children; Common-law couples"
"81","v_CA06_64","Total","Without children at home","Number","v_CA06_63","Additive","Census 2006; 20% data; Families and Households; Census Families; Total number of census families in private households; Total couple families by family structure and number of children; Common-law couples; Without children at home"
"82","v_CA06_65","Total","With children at home","Number","v_CA06_63","Additive","Census 2006; 20% data; Families and Households; Census Families; Total number of census families in private households; Total couple families by family structure and number of children; Common-law couples; With children at home"
"83","v_CA06_66","Total","1 child","Number","v_CA06_65","Additive","Census 2006; 20% data; Families and Households; Census Families; Total number of census families in private households; Total couple families by family structure and number of children; Common-law couples; With children at home; 1 child"
"84","v_CA06_67","Total","2 children","Number","v_CA06_65","Additive","Census 2006; 20% data; Families and Households; Census Families; Total number of census families in private households; Total couple families by family structure and number of children; Common-law couples; With children at home; 2 children"
"85","v_CA06_68","Total","3 or more children","Number","v_CA06_65","Additive","Census 2006; 20% data; Families and Households; Census Families; Total number of census families in private households; Total couple families by family structure and number of children; Common-law couples; With children at home; 3 or more children"
"86","v_CA06_69","Total","Total lone-parent families by sex of parent and number of children","Number","v_CA06_55","Additive","Census 2006; 20% data; Families and Households; Census Families; Total number of census families in private households; Total lone-parent families by sex of parent and number of children"
"87","v_CA06_70","Total","Female parent","Number","v_CA06_69","Additive","Census 2006; 20% data; Families and Households; Census Families; Total number of census families in private households; Total lone-parent families by sex of parent and number of children; Female parent"
"88","v_CA06_71","Total","1 child","Number","v_CA06_70","Additive","Census 2006; 20% data; Families and Households; Census Families; Total number of census families in private households; Total lone-parent families by sex of parent and number of children; Female parent; 1 child"
"89","v_CA06_72","Total","2 children","Number","v_CA06_70","Additive","Census 2006; 20% data; Families and Households; Census Families; Total number of census families in private households; Total lone-parent families by sex of parent and number of children; Female parent; 2 children"
"90","v_CA06_73","Total","3 or more children","Number","v_CA06_70","Additive","Census 2006; 20% data; Families and Households; Census Families; Total number of census families in private households; Total lone-parent families by sex of parent and number of children; Female parent; 3 or more children"
"91","v_CA06_74","Total","Male parent","Number","v_CA06_69","Additive","Census 2006; 20% data; Families and Households; Census Families; Total number of census families in private households; Total lone-parent families by sex of parent and number of children; Male parent"
"92","v_CA06_75","Total","1 child","Number","v_CA06_74","Additive","Census 2006; 20% data; Families and Households; Census Families; Total number of census families in private households; Total lone-parent families by sex of parent and number of children; Male parent; 1 child"
"93","v_CA06_76","Total","2 children","Number","v_CA06_74","Additive","Census 2006; 20% data; Families and Households; Census Families; Total number of census families in private households; Total lone-parent families by sex of parent and number of children; Male parent; 2 children"
"94","v_CA06_77","Total","3 or more children","Number","v_CA06_74","Additive","Census 2006; 20% data; Families and Households; Census Families; Total number of census families in private households; Total lone-parent families by sex of parent and number of children; Male parent; 3 or more children"
"95","v_CA06_78","Total","Total number of children at home","Number",NA,"Additive","Census 2006; 20% data; Families and Households; Census Families; Total number of children at home"
"96","v_CA06_79","Total","Under six years of age","Number","v_CA06_78","Additive","Census 2006; 20% data; Families and Households; Census Families; Total number of children at home; Under six years of age"
"97","v_CA06_80","Total","6 to 14 years","Number","v_CA06_78","Additive","Census 2006; 20% data; Families and Households; Census Families; Total number of children at home; 6 to 14 years"
"98","v_CA06_81","Total","15 to 17 years","Number","v_CA06_78","Additive","Census 2006; 20% data; Families and Households; Census Families; Total number of children at home; 15 to 17 years"
"99","v_CA06_82","Total","18 to 24 years","Number","v_CA06_78","Additive","Census 2006; 20% data; Families and Households; Census Families; Total number of children at home; 18 to 24 years"
"100","v_CA06_83","Total","25 years and over","Number","v_CA06_78","Additive","Census 2006; 20% data; Families and Households; Census Families; Total number of children at home; 25 years and over"
"101","v_CA06_84","Total","Average number of children at home per census family","Ratio",NA,"Average of v_CA06_78","Census 2006; 20% data; Families and Households; Census Families; Average number of children at home per census family"
"102","v_CA06_85","Total","Total number of persons in private households","Number",NA,"Additive","Census 2006; 20% data; Families and Households; Total number of persons in private households"
"103","v_CA06_86","Total","Number of persons not in census families","Number","v_CA06_85","Additive","Census 2006; 20% data; Families and Households; Total number of persons in private households; Number of persons not in census families"
"104","v_CA06_87","Total","Living with relatives","Number","v_CA06_86","Additive","Census 2006; 20% data; Families and Households; Total number of persons in private households; Number of persons not in census families; Living with relatives"
"105","v_CA06_88","Total","Living with non-relatives only","Number","v_CA06_86","Additive","Census 2006; 20% data; Families and Households; Total number of persons in private households; Number of persons not in census families; Living with non-relatives only"
"106","v_CA06_89","Total","Living alone","Number","v_CA06_86","Additive","Census 2006; 20% data; Families and Households; Total number of persons in private households; Number of persons not in census families; Living alone"
"107","v_CA06_90","Total","Number of census family persons","Number","v_CA06_85","Additive","Census 2006; 20% data; Families and Households; Total number of persons in private households; Number of census family persons"
"108","v_CA06_91","Total","Average number of persons per census family","Ratio",NA,"Average of v_CA06_85","Census 2006; 20% data; Families and Households; Average number of persons per census family"
"109","v_CA06_92","Total","Total number of persons aged 65 years and over","Number",NA,"Additive","Census 2006; 20% data; Families and Households; Total number of persons aged 65 years and over"
"110","v_CA06_93","Total","Number of persons not in census families aged 65 years and over","Number","v_CA06_92","Additive","Census 2006; 20% data; Families and Households; Total number of persons aged 65 years and over; Number of persons not in census families aged 65 years and over"
"111","v_CA06_94","Total","Living with relatives","Number","v_CA06_93","Additive","Census 2006; 20% data; Families and Households; Total number of persons aged 65 years and over; Number of persons not in census families aged 65 years and over; Living with relatives"
"112","v_CA06_95","Total","Living with non-relatives only","Number","v_CA06_93","Additive","Census 2006; 20% data; Families and Households; Total number of persons aged 65 years and over; Number of persons not in census families aged 65 years and over; Living with non-relatives only"
"113","v_CA06_96","Total","Living alone","Number","v_CA06_93","Additive","Census 2006; 20% data; Families and Households; Total number of persons aged 65 years and over; Number of persons not in census families aged 65 years and over; Living alone"
"114","v_CA06_97","Total","Number of census family persons aged 65 years and over","Number","v_CA06_92","Additive","Census 2006; 20% data; Families and Households; Total number of persons aged 65 years and over; Number of census family persons aged 65 years and over"
"115","v_CA06_136","Total","Total number of private households by household type","Number",NA,"Additive","Census 2006; 20% data; Families and Households; Total number of private households by household type"
"116","v_CA06_137","Total","One-family households","Number","v_CA06_136","Additive","Census 2006; 20% data; Families and Households; Total number of private households by household type; One-family households"
"117","v_CA06_138","Total","Multiple-family households","Number","v_CA06_136","Additive","Census 2006; 20% data; Families and Households; Total number of private households by household type; Multiple-family households"
"118","v_CA06_139","Total","Non-family households","Number","v_CA06_136","Additive","Census 2006; 20% data; Families and Households; Total number of private households by household type; Non-family households"
"119","v_CA06_140","Total","Total population by mother tongue","Number",NA,"Additive","Census 2006; 20% data; Language; Total population by mother tongue"
"120","v_CA06_141","Total","Single responses","Number","v_CA06_140","Additive","Census 2006; 20% data; Language; Total population by mother tongue; Single responses"
"121","v_CA06_142","Total","English","Number","v_CA06_141","Additive","Census 2006; 20% data; Language; Total population by mother tongue; Single responses; English"
"122","v_CA06_143","Total","French","Number","v_CA06_141","Additive","Census 2006; 20% data; Language; Total population by mother tongue; Single responses; French"
"123","v_CA06_144","Total","Non-official languages","Number","v_CA06_141","Additive","Census 2006; 20% data; Language; Total population by mother tongue; Single responses; Non-official languages"
"124","v_CA06_145","Total","Algonquin","Number","v_CA06_144","Additive","Census 2006; 20% data; Language; Total population by mother tongue; Single responses; Non-official languages; Algonquin"
"125","v_CA06_146","Total","Atikamekw","Number","v_CA06_144","Additive","Census 2006; 20% data; Language; Total population by mother tongue; Single responses; Non-official languages; Atikamekw"
"126","v_CA06_147","Total","Blackfoot","Number","v_CA06_144","Additive","Census 2006; 20% data; Language; Total population by mother tongue; Single responses; Non-official languages; Blackfoot"
"127","v_CA06_148","Total","Carrier","Number","v_CA06_144","Additive","Census 2006; 20% data; Language; Total population by mother tongue; Single responses; Non-official languages; Carrier"
"128","v_CA06_149","Total","Chilcotin","Number","v_CA06_144","Additive","Census 2006; 20% data; Language; Total population by mother tongue; Single responses; Non-official languages; Chilcotin"
"129","v_CA06_150","Total","Chipewyan","Number","v_CA06_144","Additive","Census 2006; 20% data; Language; Total population by mother tongue; Single responses; Non-official languages; Chipewyan"
"130","v_CA06_151","Total","Cree","Number","v_CA06_144","Additive","Census 2006; 20% data; Language; Total population by mother tongue; Single responses; Non-official languages; Cree"
"131","v_CA06_152","Total","Siouan languages (Dakota/Sioux)","Number","v_CA06_144","Additive","Census 2006; 20% data; Language; Total population by mother tongue; Single responses; Non-official languages; Siouan languages (Dakota/Sioux)"
"132","v_CA06_153","Total","Dene","Number","v_CA06_144","Additive","Census 2006; 20% data; Language; Total population by mother tongue; Single responses; Non-official languages; Dene"
"133","v_CA06_154","Total","Dogrib","Number","v_CA06_144","Additive","Census 2006; 20% data; Language; Total population by mother tongue; Single responses; Non-official languages; Dogrib"
"134","v_CA06_155","Total","Gitksan","Number","v_CA06_144","Additive","Census 2006; 20% data; Language; Total population by mother tongue; Single responses; Non-official languages; Gitksan"
"135","v_CA06_156","Total","Inuinnaqtun","Number","v_CA06_144","Additive","Census 2006; 20% data; Language; Total population by mother tongue; Single responses; Non-official languages; Inuinnaqtun"
"136","v_CA06_157","Total","Inuktitut, n.i.e.","Number","v_CA06_144","Additive","Census 2006; 20% data; Language; Total population by mother tongue; Single responses; Non-official languages; Inuktitut, n.i.e."
"137","v_CA06_158","Total","Kutchin-Gwich'in (Loucheux)","Number","v_CA06_144","Additive","Census 2006; 20% data; Language; Total population by mother tongue; Single responses; Non-official languages; Kutchin-Gwich'in (Loucheux)"
"138","v_CA06_159","Total","Malecite","Number","v_CA06_144","Additive","Census 2006; 20% data; Language; Total population by mother tongue; Single responses; Non-official languages; Malecite"
"139","v_CA06_160","Total","Mi'kmaq","Number","v_CA06_144","Additive","Census 2006; 20% data; Language; Total population by mother tongue; Single responses; Non-official languages; Mi'kmaq"
"140","v_CA06_161","Total","Mohawk","Number","v_CA06_144","Additive","Census 2006; 20% data; Language; Total population by mother tongue; Single responses; Non-official languages; Mohawk"
"141","v_CA06_162","Total","Montagnais-Naskapi","Number","v_CA06_144","Additive","Census 2006; 20% data; Language; Total population by mother tongue; Single responses; Non-official languages; Montagnais-Naskapi"
"142","v_CA06_163","Total","Nisga'a","Number","v_CA06_144","Additive","Census 2006; 20% data; Language; Total population by mother tongue; Single responses; Non-official languages; Nisga'a"
"143","v_CA06_164","Total","North Slave (Hare)","Number","v_CA06_144","Additive","Census 2006; 20% data; Language; Total population by mother tongue; Single responses; Non-official languages; North Slave (Hare)"
"144","v_CA06_165","Total","Ojibway","Number","v_CA06_144","Additive","Census 2006; 20% data; Language; Total population by mother tongue; Single responses; Non-official languages; Ojibway"
"145","v_CA06_166","Total","Oji-Cree","Number","v_CA06_144","Additive","Census 2006; 20% data; Language; Total population by mother tongue; Single responses; Non-official languages; Oji-Cree"
"146","v_CA06_167","Total","Shuswap","Number","v_CA06_144","Additive","Census 2006; 20% data; Language; Total population by mother tongue; Single responses; Non-official languages; Shuswap"
"147","v_CA06_168","Total","South Slave","Number","v_CA06_144","Additive","Census 2006; 20% data; Language; Total population by mother tongue; Single responses; Non-official languages; South Slave"
"148","v_CA06_169","Total","Tlingit","Number","v_CA06_144","Additive","Census 2006; 20% data; Language; Total population by mother tongue; Single responses; Non-official languages; Tlingit"
"149","v_CA06_170","Total","Italian","Number","v_CA06_144","Additive","Census 2006; 20% data; Language; Total population by mother tongue; Single responses; Non-official languages; Italian"
"150","v_CA06_171","Total","Portuguese","Number","v_CA06_144","Additive","Census 2006; 20% data; Language; Total population by mother tongue; Single responses; Non-official languages; Portuguese"
"151","v_CA06_172","Total","Romanian","Number","v_CA06_144","Additive","Census 2006; 20% data; Language; Total population by mother tongue; Single responses; Non-official languages; Romanian"
"152","v_CA06_173","Total","Spanish","Number","v_CA06_144","Additive","Census 2006; 20% data; Language; Total population by mother tongue; Single responses; Non-official languages; Spanish"
"153","v_CA06_174","Total","Danish","Number","v_CA06_144","Additive","Census 2006; 20% data; Language; Total population by mother tongue; Single responses; Non-official languages; Danish"
"154","v_CA06_175","Total","Dutch","Number","v_CA06_144","Additive","Census 2006; 20% data; Language; Total population by mother tongue; Single responses; Non-official languages; Dutch"
"155","v_CA06_176","Total","Flemish","Number","v_CA06_144","Additive","Census 2006; 20% data; Language; Total population by mother tongue; Single responses; Non-official languages; Flemish"
"156","v_CA06_177","Total","Frisian","Number","v_CA06_144","Additive","Census 2006; 20% data; Language; Total population by mother tongue; Single responses; Non-official languages; Frisian"
"157","v_CA06_178","Total","German","Number","v_CA06_144","Additive","Census 2006; 20% data; Language; Total population by mother tongue; Single responses; Non-official languages; German"
"158","v_CA06_179","Total","Norwegian","Number","v_CA06_144","Additive","Census 2006; 20% data; Language; Total population by mother tongue; Single responses; Non-official languages; Norwegian"
"159","v_CA06_180","Total","Swedish","Number","v_CA06_144","Additive","Census 2006; 20% data; Language; Total population by mother tongue; Single responses; Non-official languages; Swedish"
"160","v_CA06_181","Total","Yiddish","Number","v_CA06_144","Additive","Census 2006; 20% data; Language; Total population by mother tongue; Single responses; Non-official languages; Yiddish"
"161","v_CA06_182","Total","Bosnian","Number","v_CA06_144","Additive","Census 2006; 20% data; Language; Total population by mother tongue; Single responses; Non-official languages; Bosnian"
"162","v_CA06_183","Total","Bulgarian","Number","v_CA06_144","Additive","Census 2006; 20% data; Language; Total population by mother tongue; Single responses; Non-official languages; Bulgarian"
"163","v_CA06_184","Total","Croatian","Number","v_CA06_144","Additive","Census 2006; 20% data; Language; Total population by mother tongue; Single responses; Non-official languages; Croatian"
"164","v_CA06_185","Total","Czech","Number","v_CA06_144","Additive","Census 2006; 20% data; Language; Total population by mother tongue; Single responses; Non-official languages; Czech"
"165","v_CA06_186","Total","Macedonian","Number","v_CA06_144","Additive","Census 2006; 20% data; Language; Total population by mother tongue; Single responses; Non-official languages; Macedonian"
"166","v_CA06_187","Total","Polish","Number","v_CA06_144","Additive","Census 2006; 20% data; Language; Total population by mother tongue; Single responses; Non-official languages; Polish"
"167","v_CA06_188","Total","Russian","Number","v_CA06_144","Additive","Census 2006; 20% data; Language; Total population by mother tongue; Single responses; Non-official languages; Russian"
"168","v_CA06_189","Total","Serbian","Number","v_CA06_144","Additive","Census 2006; 20% data; Language; Total population by mother tongue; Single responses; Non-official languages; Serbian"
"169","v_CA06_190","Total","Serbo-Croatian","Number","v_CA06_144","Additive","Census 2006; 20% data; Language; Total population by mother tongue; Single responses; Non-official languages; Serbo-Croatian"
"170","v_CA06_191","Total","Slovak","Number","v_CA06_144","Additive","Census 2006; 20% data; Language; Total population by mother tongue; Single responses; Non-official languages; Slovak"
"171","v_CA06_192","Total","Slovenian","Number","v_CA06_144","Additive","Census 2006; 20% data; Language; Total population by mother tongue; Single responses; Non-official languages; Slovenian"
"172","v_CA06_193","Total","Ukrainian","Number","v_CA06_144","Additive","Census 2006; 20% data; Language; Total population by mother tongue; Single responses; Non-official languages; Ukrainian"
"173","v_CA06_194","Total","Latvian","Number","v_CA06_144","Additive","Census 2006; 20% data; Language; Total population by mother tongue; Single responses; Non-official languages; Latvian"
"174","v_CA06_195","Total","Lithuanian","Number","v_CA06_144","Additive","Census 2006; 20% data; Language; Total population by mother tongue; Single responses; Non-official languages; Lithuanian"
"175","v_CA06_196","Total","Estonian","Number","v_CA06_144","Additive","Census 2006; 20% data; Language; Total population by mother tongue; Single responses; Non-official languages; Estonian"
"176","v_CA06_197","Total","Finnish","Number","v_CA06_144","Additive","Census 2006; 20% data; Language; Total population by mother tongue; Single responses; Non-official languages; Finnish"
